SNo.,Date,LTP,%Change,High,Low,Open,Qty,Turnover
640,2016/03/23,653.00,0.77,664.00,648.00,650.00,"8,568","5,600,720.00"
641,2016/03/21,648.00,-1.82,666.00,648.00,663.00,"24,495","16,078,600.00"
642,2016/03/20,660.00,-0.75,671.00,656.00,664.00,"16,552","10,983,700.00"
643,2016/03/17,666.00,-1.34,672.00,665.00,670.00,"14,604","9,756,380.00"
644,2016/03/16,673.00,1.35,679.00,655.00,662.00,"9,375","6,249,370.00"
645,2016/03/15,665.00,-1.04,674.00,655.00,666.00,"14,526","9,613,640.00"
646,2016/03/14,672.00,-4.95,715.00,665.00,715.00,"31,398","21,493,100.00"
647,2016/03/13,707.00,2.02,734.00,700.00,706.00,"133,833","95,856,400.00"
648,2016/03/10,693.00,10,693.00,640.00,640.00,"69,293","46,707,100.00"
649,2016/03/06,630.00,2.11,635.00,610.00,610.00,"22,567","14,134,900.00"
650,2016/03/03,617.00,3,620.00,590.00,590.00,"31,519","19,177,200.00"
651,2016/03/02,599.00,2.39,609.00,580.00,585.00,"3,609","2,136,400.00"
652,2016/03/01,585.00,-0.68,590.00,583.00,590.00,"4,675","2,730,510.00"
653,2016/02/29,589.00,-0.17,590.00,586.00,590.00,"4,735","2,780,790.00"
654,2016/02/28,590.00,0.85,595.00,587.00,585.00,"10,168","6,007,273.00"
655,2016/02/25,585.00,-1.68,605.00,581.00,585.00,"5,816","3,430,320.00"
656,2016/02/24,595.00,-1.65,603.00,590.00,600.00,"4,249","2,518,300.00"
657,2016/02/23,605.00,2.54,609.00,585.00,590.00,"16,364","9,764,387.00"
658,2016/02/22,590.00,0,595.00,585.00,585.00,"6,229","3,688,120.00"
659,2016/02/21,590.00,0.34,598.00,585.00,598.00,"21,553","12,728,500.00"
660,2016/02/18,588.00,-0.34,596.00,588.00,590.00,"20,751","12,270,075.00"
661,2016/02/17,590.00,2.43,590.00,560.00,576.00,"14,601","8,528,821.00"
662,2016/02/16,576.00,-2.37,600.00,571.00,590.00,"4,767","2,799,893.00"
663,2016/02/15,590.00,3.51,590.00,555.00,570.00,"10,726","6,061,860.00"
664,2016/02/14,570.00,-1.72,579.00,561.00,569.00,"7,802","4,436,080.00"
665,2016/02/11,580.00,-1.69,590.00,580.00,590.00,"4,680","2,730,671.00"
666,2016/02/08,590.00,-0.84,594.00,584.00,595.00,"10,270","6,059,581.00"
667,2016/02/07,595.00,1.02,604.00,585.00,589.00,"12,440","7,361,320.00"
668,2016/02/04,589.00,2.61,589.00,573.00,580.00,"11,203","6,492,740.00"
669,2016/02/03,574.00,-1.03,580.00,572.00,580.00,"4,671","2,684,609.00"
670,2016/02/02,580.00,-0.68,595.00,580.00,585.00,"7,156","4,168,980.00"
671,2016/02/01,584.00,1.74,588.00,572.00,574.00,"12,969","7,545,537.00"
672,2016/01/31,574.00,-1.37,590.00,571.00,590.00,"5,068","2,918,430.00"
673,2016/01/28,582.00,-0.51,585.00,576.00,580.00,"6,324","3,664,620.00"
674,2016/01/27,585.00,-1.68,590.00,580.00,595.00,"4,958","2,893,376.00"
675,2016/01/26,595.00,0,601.00,593.00,595.00,"16,386","9,752,865.00"
676,2016/01/25,595.00,-0.67,615.00,594.00,605.00,"7,231","4,345,560.00"
677,2016/01/24,599.00,2.74,599.00,589.00,583.00,"34,629","20,527,497.00"
678,2016/01/21,583.00,-1.69,600.00,577.00,593.00,"23,814","13,960,635.00"
679,2016/01/20,593.00,4.4,615.00,579.00,579.00,"53,666","31,675,100.00"
680,2016/01/19,568.00,-2.07,576.00,547.00,571.00,"15,212","8,613,240.00"
681,2016/01/18,580.00,0.87,608.00,561.00,564.00,"19,463","11,291,000.00"
682,2016/01/17,570.00,4.59,591.00,541.00,555.00,"65,709","36,602,500.00"
683,2016/01/14,545.00,3.02,545.00,524.00,530.00,"22,823","12,096,500.00"
684,2016/01/13,529.00,1.54,531.00,517.00,521.00,"2,677","1,399,719.00"
685,2016/01/12,521.00,-0.76,526.00,521.00,525.00,"4,907","2,569,750.00"
686,2016/01/11,525.00,1.35,529.00,511.00,520.00,"11,440","5,985,030.00"
687,2016/01/10,518.00,0.58,520.00,506.00,515.00,"5,622","2,894,903.00"
688,2016/01/07,515.00,3,520.00,505.00,510.00,"7,371","3,793,860.00"
689,2016/01/06,500.00,-0.99,507.00,495.00,495.00,"4,686","2,343,510.00"
690,2016/01/05,505.00,-0.2,515.00,500.00,515.00,"4,135","2,078,990.00"
691,2016/01/04,506.00,-2.32,528.00,502.00,518.00,"6,760","3,441,749.00"
692,2016/01/03,518.00,1.97,518.00,499.00,500.00,"8,407","4,251,880.00"
693,2015/12/31,508.00,1.6,513.00,500.00,500.00,"5,772","2,944,280.00"
694,2015/12/29,500.00,0.2,508.00,496.00,499.00,"7,138","3,572,922.00"
695,2015/12/28,499.00,-0.6,504.00,497.00,502.00,"2,290","1,144,350.00"
696,2015/12/27,502.00,-1.57,505.00,499.00,502.00,"12,349","6,175,630.00"
697,2015/12/24,510.00,2.82,510.00,490.00,490.00,"11,469","5,764,820.00"
698,2015/12/23,496.00,-3.12,510.00,496.00,512.00,"6,162","3,098,292.00"
699,2015/12/22,512.00,-3.21,559.00,510.00,539.00,"21,836","11,421,400.00"
700,2015/12/21,529.00,9.98,529.00,481.00,481.00,"47,347","24,243,546.00"
